city,time,temperature_2m,relative_humidity_2m,dew_point_2m,apparent_temperature,precipitation,rain,weather_code,pressure_msl,cloud_cover,wind_speed_10m,wind_gusts_10m,wind_direction_10m,rainfall_event,heavy_rain_event,thunderstorm_event,dense_fog_event,dust_storm_event,strong_wind_event,heatwave_event,source_file,fe_year,fe_month,fe_day,fe_dayofyear,fe_season,fe_precipitation_rollmean_3,fe_precipitation_rollmean_7,fe_rain_rollmean_3,fe_rain_rollmean_7,fe_rainfall_event_rollmean_3,fe_rainfall_event_rollmean_7
Nagpur,2023-01-01 00:00:00,19.1,56,10.0,17.6,0.0,0.0,3,1016.9,92,10.0,18.0,15,0,0,0,0,0,0,0,nagpur_weather_2023_2025.csv,2023,1,1,1,winter,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,2023-01-01 01:00:00,18.1,59,9.9,16.9,0.0,0.0,2,1016.7,72,7.7,16.9,11,0,0,0,0,0,0,0,nagpur_weather_2023_2025.csv,2023,1,1,1,winter,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,2023-01-01 02:00:00,17.3,63,10.2,16.3,0.0,0.0,2,1016.4,79,7.2,13.3,360,0,0,0,0,0,0,0,nagpur_weather_2023_2025.csv,2023,1,1,1,winter,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,2023-01-01 03:00:00,16.9,66,10.5,15.7,0.0,0.0,0,1016.1,18,8.6,15.1,358,0,0,0,0,0,0,0,nagpur_weather_2023_2025.csv,2023,1,1,1,winter,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,2023-01-01 04:00:00,16.5,69,10.7,15.5,0.0,0.0,0,1016.4,0,8.6,15.1,2,0,0,0,0,0,0,0,nagpur_weather_2023_2025.csv,2023,1,1,1,winter,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,2023-01-01 05:00:00,16.2,71,11.0,15.4,0.0,0.0,0,1017.1,0,7.9,15.5,3,0,0,0,0,0,0,0,nagpur_weather_2023_2025.csv,2023,1,1,1,winter,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,2023-01-01 06:00:00,16.2,72,11.1,15.3,0.0,0.0,0,1018.2,6,8.0,13.7,5,0,0,0,0,0,0,0,nagpur_weather_2023_2025.csv,2023,1,1,1,winter,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,2023-01-01 07:00:00,16.5,71,11.3,15.5,0.0,0.0,0,1019.2,0,9.5,15.5,11,0,0,0,0,0,0,0,nagpur_weather_2023_2025.csv,2023,1,1,1,winter,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,2023-01-01 08:00:00,18.7,63,11.4,17.9,0.0,0.0,1,1020.0,31,8.7,18.7,24,0,0,0,0,0,0,0,nagpur_weather_2023_2025.csv,2023,1,1,1,winter,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,2023-01-01 09:00:00,21.0,54,11.3,20.2,0.0,0.0,2,1020.5,79,8.5,20.9,36,0,0,0,0,0,0,0,nagpur_weather_2023_2025.csv,2023,1,1,1,winter,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,2023-01-01 10:00:00,23.3,46,11.0,22.2,0.0,0.0,3,1020.2,94,9.4,23.4,50,0,0,0,0,0,0,0,nagpur_weather_2023_2025.csv,2023,1,1,1,winter,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,2023-01-01 11:00:00,25.1,41,10.7,24.6,0.0,0.0,2,1019.5,63,8.8,24.1,55,0,0,0,0,0,0,0,nagpur_weather_2023_2025.csv,2023,1,1,1,winter,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,2023-01-01 12:00:00,26.3,38,10.8,26.5,0.0,0.0,3,1018.0,90,6.5,23.0,56,0,0,0,0,0,0,0,nagpur_weather_2023_2025.csv,2023,1,1,1,winter,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,2023-01-01 13:00:00,27.0,37,11.1,27.6,0.0,0.0,3,1016.4,94,3.9,20.2,56,0,0,0,0,0,0,0,nagpur_weather_2023_2025.csv,2023,1,1,1,winter,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,2023-01-01 14:00:00,27.4,36,11.2,27.7,0.0,0.0,3,1015.3,93,2.6,16.2,16,0,0,0,0,0,0,0,nagpur_weather_2023_2025.csv,2023,1,1,1,winter,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,2023-01-01 15:00:00,27.4,36,11.1,27.1,0.0,0.0,0,1014.9,14,4.1,14.0,345,0,0,0,0,0,0,0,nagpur_weather_2023_2025.csv,2023,1,1,1,winter,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,2023-01-01 16:00:00,26.8,38,11.1,26.1,0.0,0.0,0,1014.9,0,6.7,14.8,344,0,0,0,0,0,0,0,nagpur_weather_2023_2025.csv,2023,1,1,1,winter,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,2023-01-01 17:00:00,24.1,50,13.1,24.1,0.0,0.0,0,1015.3,0,6.5,14.8,360,0,0,0,0,0,0,0,nagpur_weather_2023_2025.csv,2023,1,1,1,winter,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,2023-01-01 18:00:00,22.3,54,12.6,22.1,0.0,0.0,0,1016.3,0,6.7,10.1,16,0,0,0,0,0,0,0,nagpur_weather_2023_2025.csv,2023,1,1,1,winter,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,2023-01-01 19:00:00,21.3,59,13.1,21.0,0.0,0.0,0,1017.2,0,9.0,11.5,53,0,0,0,0,0,0,0,nagpur_weather_2023_2025.csv,2023,1,1,1,winter,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,2023-01-01 20:00:00,21.3,59,12.9,21.1,0.0,0.0,0,1017.9,0,6.9,10.1,62,0,0,0,0,0,0,0,nagpur_weather_2023_2025.csv,2023,1,1,1,winter,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,2023-01-01 21:00:00,19.6,66,13.0,19.2,0.0,0.0,0,1018.0,0,8.5,9.7,54,0,0,0,0,0,0,0,nagpur_weather_2023_2025.csv,2023,1,1,1,winter,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,2023-01-01 22:00:00,19.2,66,12.6,18.8,0.0,0.0,0,1018.4,0,8.0,11.9,350,0,0,0,0,0,0,0,nagpur_weather_2023_2025.csv,2023,1,1,1,winter,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,2023-01-01 23:00:00,18.5,70,13.0,18.2,0.0,0.0,0,1018.2,0,8.7,18.7,5,0,0,0,0,0,0,0,nagpur_weather_2023_2025.csv,2023,1,1,1,winter,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,2023-01-02 00:00:00,17.9,71,12.6,17.3,0.0,0.0,0,1017.7,0,9.4,16.2,7,0,0,0,0,0,0,0,nagpur_weather_2023_2025.csv,2023,1,2,2,winter,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,2023-01-02 01:00:00,17.3,71,12.0,16.5,0.0,0.0,0,1017.3,0,9.4,16.9,2,0,0,0,0,0,0,0,nagpur_weather_2023_2025.csv,2023,1,2,2,winter,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,2023-01-02 02:00:00,16.7,72,11.6,15.9,0.0,0.0,0,1016.7,0,8.8,16.2,9,0,0,0,0,0,0,0,nagpur_weather_2023_2025.csv,2023,1,2,2,winter,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,2023-01-02 03:00:00,16.1,74,11.4,15.2,0.0,0.0,0,1016.4,0,8.7,14.8,17,0,0,0,0,0,0,0,nagpur_weather_2023_2025.csv,2023,1,2,2,winter,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,2023-01-02 04:00:00,15.5,76,11.2,14.7,0.0,0.0,0,1016.7,0,7.6,14.8,19,0,0,0,0,0,0,0,nagpur_weather_2023_2025.csv,2023,1,2,2,winter,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,2023-01-02 05:00:00,15.2,77,11.1,14.4,0.0,0.0,0,1017.5,0,7.5,13.0,17,0,0,0,0,0,0,0,nagpur_weather_2023_2025.csv,2023,1,2,2,winter,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,2023-01-02 06:00:00,15.2,75,10.8,14.2,0.0,0.0,0,1018.4,0,8.3,13.7,18,0,0,0,0,0,0,0,nagpur_weather_2023_2025.csv,2023,1,2,2,winter,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,2023-01-02 07:00:00,15.8,72,10.7,14.3,0.0,0.0,0,1019.3,0,11.4,18.7,18,0,0,0,0,0,0,0,nagpur_weather_2023_2025.csv,2023,1,2,2,winter,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,2023-01-02 08:00:00,18.0,63,10.7,16.8,0.0,0.0,0,1020.5,0,9.4,20.2,32,0,0,0,0,0,0,0,nagpur_weather_2023_2025.csv,2023,1,2,2,winter,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,2023-01-02 09:00:00,20.3,55,11.0,19.3,0.0,0.0,0,1021.0,0,8.5,20.9,54,0,0,0,0,0,0,0,nagpur_weather_2023_2025.csv,2023,1,2,2,winter,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,2023-01-02 10:00:00,22.7,49,11.3,21.8,0.0,0.0,0,1020.6,0,9.0,23.0,67,0,0,0,0,0,0,0,nagpur_weather_2023_2025.csv,2023,1,2,2,winter,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,2023-01-02 11:00:00,24.7,44,11.6,24.6,0.0,0.0,0,1019.4,0,8.4,23.8,80,0,0,0,0,0,0,0,nagpur_weather_2023_2025.csv,2023,1,2,2,winter,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,2023-01-02 12:00:00,26.1,41,12.0,26.6,0.0,0.0,0,1017.9,0,6.9,23.0,96,0,0,0,0,0,0,0,nagpur_weather_2023_2025.csv,2023,1,2,2,winter,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,2023-01-02 13:00:00,26.8,40,12.2,27.8,0.0,0.0,0,1016.5,0,4.3,20.9,95,0,0,0,0,0,0,0,nagpur_weather_2023_2025.csv,2023,1,2,2,winter,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,2023-01-02 14:00:00,27.2,40,12.3,28.0,0.0,0.0,0,1015.5,0,2.4,16.9,63,0,0,0,0,0,0,0,nagpur_weather_2023_2025.csv,2023,1,2,2,winter,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,2023-01-02 15:00:00,27.3,40,12.3,27.7,0.0,0.0,0,1015.2,0,2.1,13.3,31,0,0,0,0,0,0,0,nagpur_weather_2023_2025.csv,2023,1,2,2,winter,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,2023-01-02 16:00:00,26.8,40,12.3,27.1,0.0,0.0,0,1015.3,0,2.4,11.2,27,0,0,0,0,0,0,0,nagpur_weather_2023_2025.csv,2023,1,2,2,winter,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,2023-01-02 17:00:00,24.0,57,14.8,24.8,0.0,0.0,0,1016.1,0,4.9,7.9,54,0,0,0,0,0,0,0,nagpur_weather_2023_2025.csv,2023,1,2,2,winter,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,2023-01-02 18:00:00,21.4,63,14.2,21.7,0.0,0.0,0,1017.1,0,7.1,9.4,49,0,0,0,0,0,0,0,nagpur_weather_2023_2025.csv,2023,1,2,2,winter,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,2023-01-02 19:00:00,20.7,65,13.8,21.0,0.0,0.0,0,1018.1,1,6.1,9.4,40,0,0,0,0,0,0,0,nagpur_weather_2023_2025.csv,2023,1,2,2,winter,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,2023-01-02 20:00:00,20.1,68,13.9,20.0,0.0,0.0,0,1018.5,0,8.7,11.5,52,0,0,0,0,0,0,0,nagpur_weather_2023_2025.csv,2023,1,2,2,winter,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,2023-01-02 21:00:00,19.3,69,13.6,19.2,0.0,0.0,0,1018.7,0,8.2,10.8,61,0,0,0,0,0,0,0,nagpur_weather_2023_2025.csv,2023,1,2,2,winter,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,2023-01-02 22:00:00,19.3,68,13.2,19.2,0.0,0.0,0,1018.7,0,7.2,11.5,63,0,0,0,0,0,0,0,nagpur_weather_2023_2025.csv,2023,1,2,2,winter,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,2023-01-02 23:00:00,18.9,68,13.0,18.3,0.0,0.0,0,1018.4,0,10.2,16.2,42,0,0,0,0,0,0,0,nagpur_weather_2023_2025.csv,2023,1,2,2,winter,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,2023-01-03 00:00:00,18.0,70,12.5,17.4,0.0,0.0,0,1018.2,0,9.2,19.1,31,0,0,0,0,0,0,0,nagpur_weather_2023_2025.csv,2023,1,3,3,winter,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,2023-01-03 01:00:00,16.9,73,12.0,16.4,0.0,0.0,0,1018.0,0,7.2,16.2,27,0,0,0,0,0,0,0,nagpur_weather_2023_2025.csv,2023,1,3,3,winter,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,2023-01-03 02:00:00,16.3,74,11.6,15.6,0.0,0.0,0,1017.7,0,8.0,13.3,18,0,0,0,0,0,0,0,nagpur_weather_2023_2025.csv,2023,1,3,3,winter,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,2023-01-03 03:00:00,15.7,74,11.1,14.9,0.0,0.0,0,1017.2,0,7.4,13.3,14,0,0,0,0,0,0,0,nagpur_weather_2023_2025.csv,2023,1,3,3,winter,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,2023-01-03 04:00:00,15.0,75,10.7,14.3,0.0,0.0,0,1017.4,0,6.0,12.2,17,0,0,0,0,0,0,0,nagpur_weather_2023_2025.csv,2023,1,3,3,winter,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,2023-01-03 05:00:00,14.9,77,10.9,14.2,0.0,0.0,0,1017.8,0,6.3,9.7,24,0,0,0,0,0,0,0,nagpur_weather_2023_2025.csv,2023,1,3,3,winter,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,2023-01-03 06:00:00,15.2,75,10.7,14.4,0.0,0.0,0,1018.6,0,6.4,11.9,27,0,0,0,0,0,0,0,nagpur_weather_2023_2025.csv,2023,1,3,3,winter,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,2023-01-03 07:00:00,15.7,72,10.8,14.7,0.0,0.0,0,1019.4,0,8.2,12.6,29,0,0,0,0,0,0,0,nagpur_weather_2023_2025.csv,2023,1,3,3,winter,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,2023-01-03 08:00:00,18.0,64,11.1,17.2,0.0,0.0,0,1020.4,1,7.1,16.6,30,0,0,0,0,0,0,0,nagpur_weather_2023_2025.csv,2023,1,3,3,winter,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,2023-01-03 09:00:00,20.7,56,11.6,20.1,0.0,0.0,0,1020.8,0,7.6,19.8,45,0,0,0,0,0,0,0,nagpur_weather_2023_2025.csv,2023,1,3,3,winter,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,2023-01-03 10:00:00,23.1,50,12.2,22.7,0.0,0.0,0,1020.3,0,7.4,20.5,67,0,0,0,0,0,0,0,nagpur_weather_2023_2025.csv,2023,1,3,3,winter,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,2023-01-03 11:00:00,25.0,46,12.7,25.6,0.0,0.0,0,1019.2,0,5.9,20.5,79,0,0,0,0,0,0,0,nagpur_weather_2023_2025.csv,2023,1,3,3,winter,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,2023-01-03 12:00:00,26.3,44,13.2,27.6,0.0,0.0,0,1017.6,0,4.0,19.1,95,0,0,0,0,0,0,0,nagpur_weather_2023_2025.csv,2023,1,3,3,winter,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,2023-01-03 13:00:00,27.1,44,13.6,28.7,0.0,0.0,0,1016.1,7,2.8,16.9,130,0,0,0,0,0,0,0,nagpur_weather_2023_2025.csv,2023,1,3,3,winter,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,2023-01-03 14:00:00,27.8,41,13.3,28.7,0.0,0.0,1,1015.1,39,3.2,15.1,243,0,0,0,0,0,0,0,nagpur_weather_2023_2025.csv,2023,1,3,3,winter,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,2023-01-03 15:00:00,27.6,40,12.8,28.0,0.0,0.0,1,1014.7,21,2.9,14.4,263,0,0,0,0,0,0,0,nagpur_weather_2023_2025.csv,2023,1,3,3,winter,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,2023-01-03 16:00:00,27.1,40,12.4,27.3,0.0,0.0,2,1014.7,50,3.3,11.9,276,0,0,0,0,0,0,0,nagpur_weather_2023_2025.csv,2023,1,3,3,winter,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,2023-01-03 17:00:00,24.5,57,15.3,25.9,0.0,0.0,2,1015.7,73,2.6,9.0,34,0,0,0,0,0,0,0,nagpur_weather_2023_2025.csv,2023,1,3,3,winter,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,2023-01-03 18:00:00,23.5,60,15.3,24.4,0.0,0.0,1,1016.4,39,6.1,10.4,28,0,0,0,0,0,0,0,nagpur_weather_2023_2025.csv,2023,1,3,3,winter,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,2023-01-03 19:00:00,22.3,65,15.4,23.3,0.0,0.0,0,1016.9,9,5.0,10.4,30,0,0,0,0,0,0,0,nagpur_weather_2023_2025.csv,2023,1,3,3,winter,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,2023-01-03 20:00:00,20.8,72,15.6,21.7,0.0,0.0,0,1017.6,13,6.3,8.3,24,0,0,0,0,0,0,0,nagpur_weather_2023_2025.csv,2023,1,3,3,winter,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,2023-01-03 21:00:00,19.8,78,15.8,20.7,0.0,0.0,0,1017.9,17,7.6,9.0,31,0,0,0,0,0,0,0,nagpur_weather_2023_2025.csv,2023,1,3,3,winter,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,2023-01-03 22:00:00,19.7,77,15.5,20.7,0.0,0.0,1,1018.2,29,6.1,9.4,357,0,0,0,0,0,0,0,nagpur_weather_2023_2025.csv,2023,1,3,3,winter,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,2023-01-03 23:00:00,19.7,76,15.2,20.1,0.0,0.0,0,1017.9,19,8.6,14.4,2,0,0,0,0,0,0,0,nagpur_weather_2023_2025.csv,2023,1,3,3,winter,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,2023-01-04 00:00:00,19.0,72,13.8,19.0,0.0,0.0,0,1017.6,13,8.6,14.8,22,0,0,0,0,0,0,0,nagpur_weather_2023_2025.csv,2023,1,4,4,winter,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,2023-01-04 01:00:00,18.4,71,12.9,17.9,0.0,0.0,0,1017.2,7,9.4,16.6,23,0,0,0,0,0,0,0,nagpur_weather_2023_2025.csv,2023,1,4,4,winter,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,2023-01-04 02:00:00,17.8,72,12.7,17.3,0.0,0.0,0,1016.8,17,9.0,16.2,29,0,0,0,0,0,0,0,nagpur_weather_2023_2025.csv,2023,1,4,4,winter,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,2023-01-04 03:00:00,17.3,74,12.6,16.8,0.0,0.0,0,1016.8,19,8.3,15.5,18,0,0,0,0,0,0,0,nagpur_weather_2023_2025.csv,2023,1,4,4,winter,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,2023-01-04 04:00:00,17.3,73,12.5,16.8,0.0,0.0,1,1016.9,36,8.4,14.8,25,0,0,0,0,0,0,0,nagpur_weather_2023_2025.csv,2023,1,4,4,winter,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,2023-01-04 05:00:00,16.8,76,12.5,16.7,0.0,0.0,1,1017.4,31,6.0,14.0,25,0,0,0,0,0,0,0,nagpur_weather_2023_2025.csv,2023,1,4,4,winter,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,2023-01-04 06:00:00,16.1,79,12.5,16.1,0.0,0.0,1,1018.3,20,5.7,10.4,18,0,0,0,0,0,0,0,nagpur_weather_2023_2025.csv,2023,1,4,4,winter,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,2023-01-04 07:00:00,16.8,77,12.7,16.3,0.0,0.0,1,1018.9,44,8.7,13.7,17,0,0,0,0,0,0,0,nagpur_weather_2023_2025.csv,2023,1,4,4,winter,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,2023-01-04 08:00:00,18.8,68,12.7,18.4,0.0,0.0,2,1019.7,77,8.7,19.1,30,0,0,0,0,0,0,0,nagpur_weather_2023_2025.csv,2023,1,4,4,winter,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,2023-01-04 09:00:00,20.8,61,13.1,20.3,0.0,0.0,1,1020.4,36,9.9,23.0,44,0,0,0,0,0,0,0,nagpur_weather_2023_2025.csv,2023,1,4,4,winter,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,2023-01-04 10:00:00,22.7,57,13.7,22.3,0.0,0.0,1,1019.8,28,11.1,25.9,54,0,0,0,0,0,0,0,nagpur_weather_2023_2025.csv,2023,1,4,4,winter,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,2023-01-04 11:00:00,24.1,54,14.3,24.2,0.0,0.0,1,1019.0,29,10.6,26.6,62,0,0,0,0,0,0,0,nagpur_weather_2023_2025.csv,2023,1,4,4,winter,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,2023-01-04 12:00:00,25.2,52,14.6,25.4,0.0,0.0,3,1017.7,100,10.7,25.9,70,0,0,0,0,0,0,0,nagpur_weather_2023_2025.csv,2023,1,4,4,winter,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,2023-01-04 13:00:00,25.0,53,14.6,25.0,0.0,0.0,3,1016.5,100,9.9,25.9,57,0,0,0,0,0,0,0,nagpur_weather_2023_2025.csv,2023,1,4,4,winter,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,2023-01-04 14:00:00,25.0,53,14.8,25.2,0.1,0.1,51,1015.6,45,9.2,24.1,48,1,0,0,0,0,0,0,nagpur_weather_2023_2025.csv,2023,1,4,4,winter,0.03333333333333333,0.014285714285714287,0.03333333333333333,0.014285714285714287,0.3333333333333333,0.14285714285714285
Nagpur,2023-01-04 15:00:00,25.3,51,14.6,25.5,0.0,0.0,2,1015.2,59,8.7,22.3,24,0,0,0,0,0,0,0,nagpur_weather_2023_2025.csv,2023,1,4,4,winter,0.03333333333333333,0.014285714285714287,0.03333333333333333,0.014285714285714287,0.3333333333333333,0.14285714285714285
Nagpur,2023-01-04 16:00:00,24.9,52,14.4,24.8,0.0,0.0,0,1015.2,15,10.0,20.9,13,0,0,0,0,0,0,0,nagpur_weather_2023_2025.csv,2023,1,4,4,winter,0.03333333333333333,0.014285714285714287,0.03333333333333333,0.014285714285714287,0.3333333333333333,0.14285714285714285
Nagpur,2023-01-04 17:00:00,21.7,67,15.3,21.7,0.0,0.0,3,1016.3,100,11.9,20.9,29,0,0,0,0,0,0,0,nagpur_weather_2023_2025.csv,2023,1,4,4,winter,0.0,0.014285714285714287,0.0,0.014285714285714287,0.0,0.14285714285714285
Nagpur,2023-01-04 18:00:00,20.4,72,15.2,20.9,0.0,0.0,1,1016.9,49,8.2,22.0,29,0,0,0,0,0,0,0,nagpur_weather_2023_2025.csv,2023,1,4,4,winter,0.0,0.014285714285714287,0.0,0.014285714285714287,0.0,0.14285714285714285
Nagpur,2023-01-04 19:00:00,19.8,75,15.2,20.7,0.0,0.0,0,1017.6,10,5.5,14.0,32,0,0,0,0,0,0,0,nagpur_weather_2023_2025.csv,2023,1,4,4,winter,0.0,0.014285714285714287,0.0,0.014285714285714287,0.0,0.14285714285714285
Nagpur,2023-01-04 20:00:00,18.8,80,15.2,19.7,0.0,0.0,1,1018.4,21,5.0,9.0,30,0,0,0,0,0,0,0,nagpur_weather_2023_2025.csv,2023,1,4,4,winter,0.0,0.014285714285714287,0.0,0.014285714285714287,0.0,0.14285714285714285
Nagpur,2023-01-04 21:00:00,18.5,81,15.1,19.2,0.0,0.0,1,1018.8,26,6.1,9.7,40,0,0,0,0,0,0,0,nagpur_weather_2023_2025.csv,2023,1,4,4,winter,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,2023-01-04 22:00:00,18.4,79,14.7,18.5,0.0,0.0,0,1019.1,3,9.2,14.8,39,0,0,0,0,0,0,0,nagpur_weather_2023_2025.csv,2023,1,4,4,winter,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,2023-01-04 23:00:00,17.9,77,13.8,17.7,0.0,0.0,0,1018.9,4,9.5,16.9,37,0,0,0,0,0,0,0,nagpur_weather_2023_2025.csv,2023,1,4,4,winter,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,2023-01-05 00:00:00,17.2,77,13.2,16.8,0.0,0.0,0,1018.7,5,8.9,16.6,40,0,0,0,0,0,0,0,nagpur_weather_2023_2025.csv,2023,1,5,5,winter,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,2023-01-05 01:00:00,16.6,78,12.7,16.1,0.0,0.0,0,1018.3,5,9.0,15.8,37,0,0,0,0,0,0,0,nagpur_weather_2023_2025.csv,2023,1,5,5,winter,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,2023-01-05 02:00:00,16.4,77,12.3,15.8,0.0,0.0,0,1017.8,9,9.3,15.8,36,0,0,0,0,0,0,0,nagpur_weather_2023_2025.csv,2023,1,5,5,winter,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,2023-01-05 03:00:00,15.9,78,12.0,15.1,0.0,0.0,0,1017.6,3,9.6,16.6,34,0,0,0,0,0,0,0,nagpur_weather_2023_2025.csv,2023,1,5,5,winter,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,2023-01-05 04:00:00,15.6,78,11.9,14.6,0.0,0.0,0,1017.6,10,10.5,18.0,31,0,0,0,0,0,0,0,nagpur_weather_2023_2025.csv,2023,1,5,5,winter,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,2023-01-05 05:00:00,15.1,81,11.9,14.3,0.0,0.0,0,1018.3,14,9.7,18.0,22,0,0,0,0,0,0,0,nagpur_weather_2023_2025.csv,2023,1,5,5,winter,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,2023-01-05 06:00:00,15.3,81,12.0,14.5,0.0,0.0,0,1019.4,4,9.0,17.3,29,0,0,0,0,0,0,0,nagpur_weather_2023_2025.csv,2023,1,5,5,winter,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,2023-01-05 07:00:00,15.7,79,12.2,15.0,0.0,0.0,0,1020.1,1,9.2,15.5,39,0,0,0,0,0,0,0,nagpur_weather_2023_2025.csv,2023,1,5,5,winter,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,2023-01-05 08:00:00,17.7,72,12.7,17.1,0.0,0.0,0,1021.3,12,10.0,20.9,38,0,0,0,0,0,0,0,nagpur_weather_2023_2025.csv,2023,1,5,5,winter,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,2023-01-05 09:00:00,19.9,67,13.5,19.3,0.0,0.0,0,1022.0,8,11.7,25.6,56,0,0,0,0,0,0,0,nagpur_weather_2023_2025.csv,2023,1,5,5,winter,0.0,0.0,0.0,0.0,0.0,0.0
